Unnamed: 0.1,Unnamed: 0,Translated_Review,Rating,Sentimiento_VADER,Sentimiento,SENTIMIENTO_CALCULADO
241,241,"buena ubicación recientemente me alojé 3 noches en Sheraton, Priceline consiguió habitación 100 noches viernes lunes, buena ubicación en el centro de la ciudad, a poca distancia del mercado de la calle Pike, paseo por Little Pioneer Square no está mal, recomiendo encarecidamente caminar estacionamiento en el centro de la ciudad terrible, el estacionamiento del hotel cuesta 26 noches, hotel agradable habitación limpia baño pequeño promedio escuchar la puerta de la gente, no creo que me quedé no obtuve una buena tarifa línea de precios, tenga en cuenta que los restaurantes cerca del área del mercado 6 6:30 encontrar un lugar local comer bien, los permisos climáticos sugieren ir al edificio Bank America costos del piso de observación de la calle 5 solo 5 excelentes vistas, mejor aguja espacial, no te olvides del paraguas, suéter, abrigo, capucha, oh, buenos zapatos para caminar, llueve mucho en Seattle, definitivamente, temperatura de otoño 50 60, prueba el viaje en ferry por Bremerton, Bainbridge Island, camina en auto, vino Bremerton, vista nocturna, el centro de Seattle, increíble,",4,NEGATIVO,NEGATIVO,NEGATIVO
243,243,"No reservaré, acabo de regresar a Seattle reservé noches en Seattle Sheraton Towers, dejé el mostrador de noche del hotel sin preguntar al salir, piso del club 2 horas de desayuno continental por la mañana 2 horas de canapés por la noche salón cerrado herméticamente, café servido por la noche recipiente de plástico pequeño usado plato de crema Urna de café, café cuajado con crema agria, no habla el personal, alfombras con manchas lúgubres en la habitación, hotel con buena ubicación, definitivamente he visto días mejores,",1,NEGATIVO,NEUTRAL,NEGATIVO
248,248,"limón 1 va a verificar volver a verificar 2 días después preguntó a avenune inn equipaje pesado 2 días ven a revisar el mostrador rechazado, increíble, otro hotel promedio siempre vuelve a verificar el equipaje 2 días, avenida innis no es amabilidad, no victoria fácil viaje con manos libres victoria llevando equipaje pesado. 2 agencia intentó fax preguntó el número de fax Avenue Inn le dijo al número de desconnet que la agencia llamó al mostrador de fax incapaz dio el segundo número de línea ocupada del fax la agencia no pudo enviar el fax Avenue Inn no permitió usar la línea de fax del cliente Avenue Inn excluir el uso de Internet el cliente no pudo recibir un fax importante.3 ya que el agente de fax no pudo intentar el escritorio de la habitación dijo La sala de teléfono no funciona hoy. Imagínese permitir que el cliente use Internet. En general, el hotel no proporciona servicio de fax ni servicio de comunicación telefónica. La habitación es un servicio terrible. No piensa en los clientes, la emergencia ocurre, la familia cómo los huéspedes saben las noticias. No recomendaré a otros que usen el hotel.",2,NEGATIVO,NEGATIVO,NEGATIVO
255,255,"no reservar información falsa familia acaba de terminar un crucero de 7 días por Alaska, buscando hotel seattle wa servicio de transporte muelle hotel hotel aeropuerto lugar dejar equipaje 5-6 horas fui al sitio visitando el centro, compañía de reservas hotel en particular criterios asegurados cumplió con los criterios de la habitación reservada del hotel solo guarde el equipaje 115, terminó sin alojamiento para viajar, hotel, aeropuerto, terminó con 2 destinos de taxi, no hace falta decir enojado, 80 extra en el hotel, el teléfono del gerente del hotel no está disponible, finalmente llamaron a los representantes de servicio al cliente 5 a 6 veces, enviaron un correo electrónico al sitio web, el asunto se resolvió con suerte, dijo que reembolsarían las tarifas de taxi, creo, consejo situación tomar taxi aeropuerto 30 tarifa fija aeropuerto en el centro de Seatac revisar equipaje viaje temprano en autobús en el centro 1.50 ida personas mayores niños gratis, viaje gratis en autobús en el centro de Seattle a las 7 p. m. todos los días,",1,NEGATIVO,POSITIVO,NEGATIVO
257,257,"presupuesto reservado hotel fin de semana recomendación de noviembre habitación limpia y espartana libro de viaje no esperaba estar seriamente abrumado, la habitación vieja y cansada se sentía sucia, dormía completamente vestido, usaba calcetines veces, ducha, lavabo asqueroso, inodoro nuevo, limpio, almohadas de fieltro llenas de bolas de algodón, la cama crujía, chirriaba, el más mínimo movimiento, las paredes, la alfombra manchada No sentí que la puerta de la cerradura funcionaba, me encontré con un encantador club de striptease, se esperaba ruido afuera del hotel, ubicación en el centro, ruido dentro del hotel obsceno, gente golpeando la puerta, sala de fiestas de 3 mañanas sin mencionar la cama, las paredes se sentían bien, el periódico general escuchaba las conversaciones de los vecinos viendo la televisión. Algunos miembros del personal eran amables y no eran los más astutos. ubicación excelente paseo, no lo recomiendo avergonzado digamos que me quedé,",1,NEGATIVO,POSITIVO,NEGATIVO
282,282,"buen servicio, camas excelentes, noches de andra en el hotel caras, estadía servicial del personal, habitaciones hermosamente decoradas, tamaño promedio, lugar bastante limpio, cama maravillosa, generalmente terrible noche de sueño, hotel excelente para dormir, noches de fila, no el hotel ruidoso, el marido lo hizo, el hotel fue un poco el precio obtenido, el pequeño hotel de lujo facturado realmente no hizo una decoración diferente, la ubicación excelente del hotel, el desayuno lola, el restaurante contiguo excelente, los donuts, delirando, en general disfruté el tiempo de estadía, la estadía fue costosa,",3,NEGATIVO,NEGATIVO,NEGATIVO
292,292,"El lugar comprobado en Tripadvisor es terrible, solo los críticos indican en Tripadvisor, las reseñas en pareja parecen escritas por el personal del hotel exactamente lo contrario de la experiencia real. Desde artículos de tocador de baja calidad, mantenimiento de la casa inconsistente, propiedad calificada con 3 estrellas, intenta que la apariencia única de la propiedad tenga éxito, lo que hace que la mordaza esté decorada con un gusto increíblemente pobre, como una gran broma. el hotel habitaciones ruidosas decoración pequeña personal feo resto aislado promedio vista de Seattle tren cercano sobrevalorado habitación ruidosa apestoso, salón caro 10 bebidas buena vista absolutamente sin carácter, experimentar un salón aburrido decidió no molestarse en el restaurante en lugar de comida en taxi de la ciudad. Recomiendo usar Tripadvisor para elegir un hotel de 4 estrellas en lugar de ser una tontería como las consecuencias salariales, el hecho de que probablemente elija tarifas de hoteles de 3 estrellas altamente calificados fue mejor,",1,NEGATIVO,NEGATIVO,NEGATIVO
294,294,"propiedad demasiado cara, no muy decepcionante, con pilotes que cuelgan del agua, extremos fabulosos. La decoración, impresiones extrañas e incongruentes en Seattle, una cabaña de troncos más adecuada para un albergue de esquí en Vermont, Colorado, el registro solicitado en la habitación frente al agua dijo que costó 50 dólares pagados, después de haber desembolsado 300 dólares por noche. rechazó tomó una habitación que daba a la ciudad, un colega irritante reservó la tarifa de la habitación, el agente comprobó correctamente, obtuvo una habitación que daba al agua sin cargo adicional, preguntando a pesar de la decoración extraña, el hotel parece desgastado, la habitación abismalmente pequeña, los viajeros estadounidenses asombrados aceptan el tamaño de las habitaciones sabiendo que los hoteles son espaciosos, en general, no es una persona grande, no hay problema. Las habitaciones típicamente más pequeñas se encuentran en el continente europeo, apenas hay espacio para compartir cama doble, se siente claustrofóbico, las habitaciones dan a la ciudad, la línea ferroviaria está ocupada, el paso a nivel suena la campana, pasa el tren, sucede de día por la noche, las habitaciones necesitan el doble de tamaño, insonorizadas, 3 noches de trote chaicago seattle san francisco lejos peor valor 3 ciudades, mucho mejor precio seattle,",1,NEGATIVO,POSITIVO,NEGATIVO
296,296,"alojamiento terrible impresión arruinada seattle decidió quedarse en el hotel escuchando a un colega de trabajo excelente lugar quedarse frente al mar en seattle, reservar estadía en el sitio web verificado, hablar con imágenes engañosas, me revisaron el hotel el domingo por la tarde inmediatamente decepcionado, obtuve una habitación en el pasillo del hotel, sucio, recordaba al antiguo dormitorio de la universidad, la habitación del hotel no daba al agua vías de tren pequeñas, limpias, sin cajones, ropa, sin trabajo de escritorio, además, la gente cargada en el hotel pasó el fin de semana en el festival de cáñamo, no recomiendo un sitio web engañado, escuché que una dama conoció una cena en la ciudad, recomienda encarecidamente una posada en el mercado negro, alexis desea conocerse antes, piense en una experiencia diferente en Seattle, tiempo, no desperdicie agua de borde de dinero,",1,NEGATIVO,NEGATIVO,NEGATIVO
310,310,"Absolutamente la peor habitación reservada, viaje de esposa a Seattle, Edgewater. Terminamos teniendo retrasos en el avión, junio mecánico, flt 75. Llamé a Edgewater para informar la llegada tardía, terminé llegando tarde al flt 66. Finalmente llegamos a la habitación de Edgewater no reservada, problemas principales con calefacción, noche fría, estado general, funcionamiento de la habitación, pregunté al escritorio. reubicar habitación, informó que no había habitaciones disponibles quedarse, temprano en la mañana preguntó se mudó pidió habitación aceptando, informó habitación no disponible 4:00 p.m. escritorio quería dejar maletas, no me siento cómodo aceptando habitación vista no vista cargos acumulados día, esposa acordó cancelar estadía el edgewater se negó a ajustar la tarjeta de crédito se comunicó con wwte reembolso en línea, recibió cargos de ajuste wwte, viaje de negocios nocturno a seattle,",1,NEGATIVO,POSITIVO,NEGATIVO
311,311,"habitación ruidosa habitación hermosa vista increíble salones de baile correctos recepción de bodas, la esposa cumplió 40 años supuesta noche romántica con niños, se puso ruidosa a las 11:00 de la noche escuchando música amortiguada 70 personas bailando, el gerente no se movió para compensar la mala experiencia, ofreció una habitación más pequeña, quédate, quédate el viernes sábado por la noche pregunta quédate lejos salón de baile posible,",1,NEGATIVO,NEUTRAL,NEGATIVO
312,312,"Hermosa vista: servicio decepcionante. Me alojé en Edgewater durante el 15.° aniversario, pagué una pequeña fortuna. Hermosa habitación frente al mar, desafortunadamente, Water Bay no tiene cuarto de agua, aparentemente reemplazando las tuberías. No me dijeron nada. No dijo nada. Reservado. Revisado. Subí a la ducha. El gerente solo dijo: ""Espera un poco, seguro que tengo hora de agua, me emocioné, me preparé para ducharme, el agua se volvió marrón, corrí un rato, no se limpió el agua caliente, pregunté y me dijeron pronto, un par de horas lo intenté, tibio, llamé al escritorio, aseguró que estaba caliente, finalmente vino el ingeniero del hotel"". habitación, la explosión de agua se detuvo durante 10 minutos pj estoy de acuerdo, no hace calor, no hay explicación, prometo arreglar, pensé en salir tarde del hotel, el gerente no ofrece cupones de desayuno gratis, el día que encontré un nuevo gerente reembolsó la noche, nada realmente hace que la estadía sea miserable, se supone que es una noche romántica y relajante niños estresantes estancia miserable,",2,NEGATIVO,NEGATIVO,NEGATIVO
